"titulo","cdd","Criado_por","Observação","Tipo","Enviado para SIBI","Normalizado","Remissiva"
"MAPA EM ISOLINHAS","Ver Anexo II","fflch","","","","",""
"MAPA ESTATÍSTICO","Ver Anexo II","fflch","","","","",""
"MAPA ETNOGRÁFICO","Ver Anexo II","fflch","","","","",""
"MAPA FITOGEOGRÁFICO","Ver Anexo II","fflch","","","","",""
"MAPA GEOGRÁFICO","Ver Anexo II","fflch","","","","",""
"MAPA GEOLÓGICO","Ver Anexo II","fflch","","","","",""
"MAPA GEOMORFOLÓGICO","Ver Anexo II","fflch","","","","",""
"MAPA HIDROGRÁFICO","Ver Anexo II","fflch","","","","",""
"MAPA HISTÓRICO","Ver Anexo II","fflch","","","","",""
"MAPA MAGNÉTICO","Ver Anexo II","fflch","","","","",""
"MAPA METEREOLOGICO","Ver Anexo II","fflch","","","","",""
"MAPA MORFOGRÁFICO","Ver Anexo II","fflch","","","","",""
"MAPA MUDO","Ver Anexo II","fflch","","","","",""
"MAPA MURAL","Ver Anexo II","fflch","","","","",""
"MAPA NÁUTICO","Ver Anexo II","fflch","","","","",""
"MAPA OCEANOGRÁFICO","Ver Anexo II","fflch","","","","",""
"MAPA PEDOLÓGICO","Ver Anexo II","fflch","","","","",""
"MAPA TOPOGRÁFICO","Ver Anexo II","fflch","","","","",""
"MAPA TURÍSTICO","Ver Anexo II","fflch","","","","",""
"MAPA-MUNDI","Ver Anexo II","fflch","","","","",""
"MAPAPLUVIOMÉTRICO","Ver Anexo II","fflch","","","","",""
"MAPAS A PRANCHETA","Ver Anexo II","fflch","","","","",""
"MAPAS A RADAR","Ver Anexo II","fflch","","","","",""
"MAPAS ADMINISTRATIVOS","Ver Anexo II","fflch","","","","",""
"MAPAS ALTIMÉTRICOS (EM CURVA DE NÍVEL)","Ver Anexo II","fflch","","","","",""
"MAPAS ANTIGO CARTOMÉTRICOSS","Ver Anexo II","fflch","","","","",""
"MAPAS CELESTES","Ver Anexo II","fflch","","","","",""
"MAPAS COMPLEXOS","Ver Anexo II","fflch","","","","",""
"MAPAS COMPOSTOS","Ver Anexo II","fflch","","","","",""
"MAPAS ESPECIAIS","Ver Anexo II","fflch","","","","",""
"MAPAS GERAIS","Ver Anexo II","fflch","","","","",""
"MAPAS MODERNOS","Ver Anexo II","fflch","","","","",""
"MAPAS SEGUNDO A ESCALA","Ver Anexo II","fflch","","","","",""
"MAPAS TEMÁTICOS","Ver Anexo II","fflch","","","","",""
"MAQUIAVEL, Nicolau, político, historiador e comediógrafo italiano (1459-1527)","320.1","fflch","","Autor","","",""
"MAQUIAVELISMO","320.1","fflch","","Autor","","",""
"Mar Adriático","910.0216385","","","Assunto","","",""
"Mar Báltico","910.0216334","","","Assunto","","",""
"Mar da Tasmânia","910.0216478","","","Assunto","","",""
"Mar de Bering","910.0216451","","","Assunto","","",""
"Mar do Caribe","910.0216365","","","Assunto","","",""
"Mar do Japão","910.0216454","","","Assunto","","",""
"Mar Mediterrâneo","910.021638","","","Assunto","","",""
"Mar Negro","910.021389","","","Assunto","","",""
"Mar Vermelho","910.0216533","","","Assunto","","",""
"MARACATU","398.2","fflch","","Assunto","","",""
"Maranhão","918.121","","","Assunto","","",""
"MARCIAL, MARCO VALÉRIO","877.6","fflch","","Autor","","",""
"Marcus Fabius Quintilianus v. QUINTILIANO","","","VER QUINTILIANO","Autor","","",""
"MARCUSE, Herbert, filósofo alemão (1898-1979)","193.5 M322","fflch","","Autor","","",""
"MARGENS CONTINENTAIS","551.458","fflch","","Assunto","","",""
"MARGINALIDADE SOCIAL","364.3","fflch","","Assunto","","",""
"MARGINALIZAÇÃO SOCIAL","301.441361.1 (*)","fflch","","Assunto","","",""
"Marinica","917.2982","","","Assunto","","",""
"MARIOLOGIA","232.91","7096021","É o conjunto de estudos teológicos acerca de Maria, mãe de Jesus Cristo na Igreja Católica","Assunto","Não enviado","Não normalizado",""
"mariologia","234.12","","teste","","","",""
"MARKETING","380.1","fflch","","Assunto","","",""
"Marrocos","916.4","","","Assunto","","",""
"Marsílio de Pádua (1275-1342)","320.1 M372","2508542","","","","",""
"MARTIALIS, MARCUS VALERIUS v. MARCIAL, MARCO VALERIO","","","VER MARCIAL, MARCO VALÉRIO","Autor","","",""
"MARTINS FONTES, JOSE","869.9149","","","","","",""
"MARTINS PENA, LUIS CARLOS. 1815-1848","869.9232","","","","","",""
"MÁRTIRES (IGREJA)","272","7096021","","Assunto","Não enviado","Não normalizado",""
"MARXISMO","335.4","fflch","","Assunto","","",""
"MARXISMO E ANTROPOLOGIA","301.2","fflch","","Assunto","","",""
"MARZIALE, M. VALERIO  v.  MARCIAL, MARCO VALERIO","","","VER MARCIAL, MARCO VALERIO","Autor","","",""
"MASAKALI - LINGUA - ESTUDO E ENSINO","498.4","","","","","",""
"Mascarada v. CARNAVAL","","fflch","","Assunto","","",""
"MASCULINIDADE","155.332","fflch","","Assunto","","",""
"MASOQUISMO (Psicologia)","157.735","fflch","","Assunto","","",""
"MASSAS DE AR","551.5512","fflch","","Assunto","","",""
"MATA ATLÂNTICA ou FLORESTAS","333.750981","","","Assunto","","",""
"MATACO - LINGUA","498.4","","","","","",""
"MATÉRIA (Filosofia)","117","fflch","","Assunto","","",""
"MATÉRIA PRIMA","333.7","fflch","","Assunto","","",""
"MATERIALISMO","146.3","fflch","","Assunto","","",""
"MATERIALISMO DIALÉTICO","335.411335.4112 (*)","fflch","","Assunto","","",""
"MATERIALISMO HISTÓRICO","335.411335.4119 (*)","fflch","","Assunto","","",""
"Mato Grosso (Cuiabá)","918.172","","","Assunto","","",""
"Mato Grosso do Sul (Campo Grande)","918.171","","","Assunto","","",""
"MATRIMÔNIO (Costumes)","392.5","fflch","","Assunto","","",""
"MATRIMÔNIO (Religião Cristã)","265.5","fflch","","Assunto","","",""
"MATRIMÔNIO (Sociologia)","301.42306.81 (*)","fflch","","Assunto","","",""
"Mauritânia","916.61","","","Assunto","","",""
"Máximas v. PROVÉRBIOS","","fflch","","Assunto","","",""
"MÁXIMO, o confessor (580-662)","189.2 M464","","","Autor","","",""
"MAXIMUS, (the) Confessor VER MÁXIMO, o confessor","","","","Autor","","",""
"MEDEIROS E ALBUQUERQUE, J. J. DE C.","869.9249","","","","","",""
"MEDICINA (FILOSOFIA)","610.1","7096021","","Assunto","","Não normalizado","UP Filosofia (Aspectos Filosóficos)"
"MEDICINA (HISTÓRIA)","610.9","7096021","Usado para Medicina no geral, acrescido 9 (Tabela auxiliar)","Assunto","","Normalizado",""
"MEDICINA POPULAR","398.353","fflch","","Assunto","","",""
"Medicina rústica v. MEDICINA POPULAR","","fflch","","Assunto","","",""
"MEDICINA SOCIAL","362.1","fflch","","Assunto","","",""
"Medieval Church Studies","270/M489","8030951","","Coleção","","",""
"Megacidades v. ÁREAS METROPOLITANAS","","fflch","","Assunto","","",""
"Megalópoles v. ÁREAS METROPOLITANAS","","fflch","","Assunto","","",""
"Meier, Georg Friedrich (1718–1777)","193.21 M511","2508542","","","","",""
"MEIO AMBIENTE","333.7","fflch","","Assunto","","",""
"MEIO AMBIENTE URBANO","363.7","fflch","","Assunto","","",""
"MEIOS DE COMUNICAÇÃO","384","fflch","","Assunto","","",""
"Melanésia","919.5","","","Assunto","","",""
"MELEAGRO, poeta grego (?130-60 a.C.)","881.9","fflch","","Autor","","",""
"MELHORAMENTO DO SOLO","631.451","fflch","","Assunto","","",""
"MELO FRANCO, AFONSO ARINOS DE.","869.934","","","","","",""
"MELO, PEDRO DO C. DO C. E. 1866-?","869.9349","","","","","",""
"MEMÓRIA (Psicologia)","154","fflch","","Assunto","","",""
"MENANDRO, comediógrafo grego (c342-292 a.C.)","882.6","fflch","","Autor","","",""
"Menke-Eggers, Christoph (1958- )","193.99M545","","","Autor","","",""
"MENOR (Sociologia)","301.4314305.231 (*)","fflch","","Assunto","","",""
"MENTE (Filosofia)","","","","Assunto","","","VER Filosofia da Mente"
"Mercado comum do sul v. MERCOSUL","","fflch","","Assunto","","",""
"MERCADO COMUM EUROPEU","624.201337.142","","","Assunto","","",""
"MERCADO DE TRABALHO","331.12","","","Assunto","","",""
"MERCOSUL","338.98","","","Assunto","","",""
"MERLEAU-PONTY, Maurice, filósofo francês (1908-1961)","194 M564","fflch","","Autor","","",""
"MEROVÍNGIOS, CAROLÍNGIOS (FR E GER)","944.01","fflch","","","","",""
"MESSALA","879","fflch","","Assunto","","",""
"MESSIANISMO","210.7291.23 (*)","fflch","","Assunto","","",""
"MESSIANISMO (Judaísmo)","296.336","fflch","","Assunto","","",""
"Mészáros, István  (1930-)","199.439 M586","","","","","",""
"METAFÍSICA","110","fflch","","Assunto","","",""
"METALÚRGICOS","331.76","fflch","","Assunto","","",""
"Meteoros e Cometas","919.93","","","Assunto","","",""
"Meteoros e Cometas","919.93","","","Assunto","","",""
"METEREOLOGIA","614.01551.5","fflch","","Assunto","","",""
"METEREOLOGIA AERONÁUTICA","551.5","fflch","","Assunto","","",""
"METEREOLOGIA AMBIENTAL","551.52","fflch","","Assunto","","",""
"METEREOLOGIA COM RADAR","551.5","fflch","","Assunto","","",""
"METEREOLOGIA COM SATÉLITE","551.5","fflch","","Assunto","","",""
"METEREOLOGIA DINÂMICA","551.5","fflch","","Assunto","","",""
"METEREOLOGIA FÍSICA","551.5","fflch","","Assunto","","",""
"METEREOLOGIA MESOESCALA","551.5","fflch","","Assunto","","",""
"METEREOLOGIA SINÓTICA","551.5","fflch","","Assunto","","",""
"METODISTAS","287","fflch","","Assunto","","",""
"METODOLOGIA DA PESQUISA","001.42","","","Assunto","","",""
"MÉTODOS DE ENSINO","371.3","bib","","Assunto","","",""
"Metrópoles v. ÁREAS METROPOLITANAS","626.28","fflch","","Assunto","","",""
"México","917.2","","","Assunto","","",""
"MEZINHAS (Medicina popular)","398.353","fflch","","Assunto","","",""
"MICROCLIMATOLOGIA","614.74551.66","fflch","","Assunto","","",""
"MICROECONOMIA","338.002338.5 (*)","fflch","","Assunto","","",""
"MICROMETEREOLOGIA","551.66","fflch","","Assunto","","",""
"Micronésia","919.65","","","Assunto","","",""
"MIDRASH (Judaísmo)","296.14","fflch","","Assunto","","",""
"MIGRAÇÃO (Ciência política)","325","fflch","","Assunto","","",""
"MIGRAÇÃO (Demografia)","304.8","fflch","","Assunto","","",""
"MIGRAÇÃO RURAL (Sociologia)","307.24","fflch","","Assunto","","",""
"MIGRAÇÃO URBANA (Sociologia)","307.26","fflch","","Assunto","","Normalizado",""
"MILENARISMO","210.7273.6 (*)","fflch","","Assunto","","",""
"MILITARISMO (Sistema de governo)","301.593322.5 (*)","fflch","","Assunto","","",""
"MILTON SANTOS","304.2 ^ S237","","","Autor","","",""
"Milton, John (1608-1674)","821 M612 (literatura)321.86 M612 (escritos políticos)","2508542","","","","",""
"MIMAMSA","181.42","","","Autor","","",""
"MIMNERMO (de Cólofon) poeta e músico grego (séc VII a.C.)","881.9","fflch","","Autor","","",""
"Minas Gerais","918.151","","","Assunto","","",""
"MINERALOGIA","610.2549","fflch","","Assunto","","",""
"MINISTRO DE ESTADO","324.22","fflch","","Assunto","","",""
"MINORIA POLÍTICA (Representação política)","324.2","fflch","","Assunto","","",""
"MINORIAS ÉTNICAS","301.451305.8 (*)","fflch","","Assunto","","",""
"MINORIAS RELIGIOSAS","291.178346","fflch","","Assunto","","",""
"MISCELANEA ALEMÃ (LITERATURA)","838","","","","","",""
"MISCELÂNEA ÁRABE (Literatura)","892.78","fflch","","Assunto","","",""
"MISCELÂNEA ARMÊNIA (Literatura)","891.9928","fflch","","Assunto","","",""
"MISCELANEA BRASILEIRA (LITERATURA)","869.985","","(tempo atual)","","","",""
"MISCELÂNEA CHINESA (Literatura)","895.18","fflch","","Assunto","","",""
"MISCELÂNEA COREANA (Literatura)","895.78","fflch","","Assunto","","",""
"MISCELANEA FRANCESA (LITERATURA)","848","","","","","",""
"MISCELÂNEA GREGA (Literatura)","888","fflch","","Assunto","","",""
"MISCELANEA HEBRAICA","892.48","","","","","",""
"MISCELÂNEA HEBRAICA (Literatura)","892.48","fflch","","Assunto","","",""
"MISCELANEA HISPANO-AMERICANA (LITERATURA)","868.98","","","","","",""
"MISCELANEA ITALIANA (LITERATURA)","858","","","","","",""
"MISCELÂNEA JAPONESA (Literatura)","895.68","fflch","","Assunto","","",""
"MISCELANEA LATINA (LITERATURA)","878","","","","","",""
"MISCELANEA PORTUGUESA (LITERATURA)","869.8","","","","","",""
"MISCELÂNEA ROMENA (Literatura)","859.8","fflch","","Assunto","","",""
"MISCELÂNEA RUSSA (Literatura)","891.78","fflch","","Assunto","","",""
"MISSA","264.36","fflch","","Assunto","","",""
"MISSÕES RELIGIOSAS","266","fflch","","Assunto","","",""
"MISTICISMO (Filosofia)","149.3ver também 141.3","fflch","","Assunto","","",""
"MISTICISMO (Religião)","248.22291.42 (*) comparada","fflch","","Assunto","","",""
"MITO","210.61291.13 (*)","fflch","","Assunto","","",""
"MITOLOGIA","210.4291.13 (*)","fflch","","Assunto","","",""
"MITOLOGIA GREGA","292.08","fflch","","Assunto","","",""
"MITOLOGIA ROMANA","292.07","fflch","","Assunto","","",""
"MOBILIDADE SOCIAL","301.153305.513 (*)","fflch","","Assunto","","",""
"Moçambique","916.79","","","Assunto","","",""
"MODA","391","fflch","","Assunto","","",""
"MODERNIDADE","301.243","fflch","","Assunto","","",""
"MODERNISMO/PÓS-MODERNISMO (Arte)","869.909","fflch","","Assunto","","Normalizado",""
"MOEDA","332.4","fflch","","Assunto","","",""
"Moldova","914.76","","","Assunto","","",""
"Molucas","915.985","","","Assunto","","",""
"Mônaco","914.40","","","Assunto","","",""
"MONARCA","324.22","fflch","","Assunto","","",""
"MONARQUIA (Forma de governo)","321321.6 (*)","fflch","","Assunto","","",""
"MONASTÉRIO","252291.65 (*)","fflch","","Assunto","","",""
"Mongólia","915.17","","","Assunto","","",""
"MONGOLÓIDES","305.8","fflch","","Assunto","","",""
"MONITORAMENTO BIOLÓGICO","","","","Assunto","","",""
"MONOGAMIA","306.8422","fflch","","Assunto","","",""
"MONOPÓLIO","338.82","fflch","","Assunto","","",""
"MONOTEÍSMO","211.34","fflch","","Assunto","","",""
"MONTAIGNE, Michel Eyquem de, moralista francês (1533-1592)","194.92 M761","fflch","","Autor","","",""
"MONTANHAS","733551.432","fflch","","Assunto","","",""
"Montebello, Pierre (1956-)","194.22 M773","2508542","","","","",""
"MONTELLO, JOSUE","868.995","","","","","",""
"Montenegro","914.9745","","","Assunto","","",""
"Monteserrat","917.2975","","","Assunto","","",""
"MONTESQUIEU, Charles de Secondat,  Baron de (1689-1755)","320.1 M779","fflch","UP: Montesquieu /  Montesquieu, Charles Louis de Secondat,   baron de La Bredet de","Autor","Não enviado","Não normalizado",""
"Moore, G. E. (George Edward)","192.12 M822","","","Autor","","",""
"MORADOR DE RUA","305.569","fflch","","Assunto","","",""
"MORADOR DE RUA (Serviços para, ex: política de governo)","362.5","fflch","","","","",""
"Morávia","914.373","","","Assunto","","",""
"MORE, Thomas","320.1","fflch","","","","",""
"MORE, Thomas","320.1","","","Autor","","",""
"MORMONISMO","289.3","fflch","","Assunto","","",""
"MÓRMONS","289.3","fflch","","Assunto","","",""
"MORROS","551.436","fflch","","Assunto","","",""
"MORTALIDADE INFANTIL","301.322304.64 (*)","fflch","","Assunto","","",""
"MORTE (Costumes)","393","fflch","","Assunto","","",""
"MORTE (FILOSOFIA)","128.5","","","","","",""
"MOVIMENTO ANARQUISTA","335.83","fflch","","Assunto","","",""
"MOVIMENTO CAMPONÊS","301.153","fflch","","Assunto","","",""
"MOVIMENTO DOS SEM TERRA (MST)","301.153","fflch","","Assunto","","",""
"MOVIMENTO ESTUDANTIL","301.153","fflch","","Assunto","","",""
"Movimento feminista v. FEMINISMO","","fflch","","Assunto","","",""
"MOVIMENTO OPERÁRIO","335.413","fflch","","Assunto","","",""
"MOVIMENTO POPULAR","301.153303.484 (*)","fflch","","Assunto","","",""
"MOVIMENTOS DE LIBERTAÇÃO","322.44","fflch","","Assunto","","",""
"Movimentos filosóficos v. ESCOLAS FILOSÓFICAS","","fflch","","Assunto","","",""
"MOVIMENTOS IDEOLÓGICOS","322.44","fflch","","Assunto","","",""
"MOVIMENTOS NACIONAIS","322.44","fflch","","Assunto","","",""
"MOVIMENTOS SOCIAIS","301.153303.484 (*)","fflch","","Assunto","","",""
"MOVIMENTOS SOCIAIS RURAIS","301.153303.484 (*)","fflch","","Assunto","","",""
"MOVIMENTOS SOCIAIS URBANOS","301.153303.484 (*)","fflch","","Assunto","","",""
"MOVIMENTOS TRABALHISTAS","331.892","fflch","","Assunto","","",""
"Muçulmanismo v. ISLAMISMO","","fflch","","Assunto","","",""
"MUÇULMANOS","297","fflch","","Assunto","","",""
"MUDANÇA CLIMÁTICA","551.525","","","Assunto","","",""
"MUDANÇA CULTURAL","301.243/303.4/303.482 (*)","fflch","ver também  SOCIEDADE PÓS-MODERNA","","","",""
"MUDANÇA LINGUÍSTICA","417.2","","","","","",""
"MUDANÇA SOCIAL","309.181309 (*)","fflch","","Assunto","","",""
"Mudança social (Globalização) v. GLOBALIZAÇÃO (Mudança social)","","fflch","","Assunto","","",""
"MULHERES","301.412","fflch","","Assunto","","",""
"MULHERES NA LITERATURA","809.89","","","","","",""
"Mulla Sadra Sirazi, 1571-1640","181.92","","","","","",""
"Multipartidarismo v. SISTEMA MULTIPARTIDÁRIO","","fflch","","Assunto","","",""
"Mundo Extraterrestre (Geografia e Viagens)","919.9","","","Assunto","","",""
"MUNICÍPIOS","352","fflch","","Assunto","","",""
"Murdoch, Iris (1919-1999)","828.99 (literatura irlandesa)192.15 (filosofia contemporânea - Irlanda)","","","","","",""
"MURUI-MUINAME (Sociedades primitivas)","301.72","fflch","","Assunto","","",""
"MÚSICA","780","fflch","","Assunto","","",""
"MUSICA","780","","","","","",""
"MÚSICA FOLCLÓRICA","784.4781.7","fflch","","Assunto","","",""
"MUSICA GREGA","781.738","","","","","",""
"MÚSICA POPULAR","780.42","fflch","","Assunto","","",""
"MÚSICA POPULAR BRASILEIRA","780.420981","fflch","","Assunto","","",""
"MUSICOLOGIA","","bib","","Assunto","","","780.7"
"MUTIRÃO","363.51","fflch","","Assunto","","",""
"MUTUÁRIOS","363.582","fflch","","Assunto","","",""
"Myanma","915.91","","","Assunto","","",""
"NABUCO, Joaquim 1849-1910 (político, historiador)","981.05","","","Autor","","",""
"NAÇÃO","321","fflch","","Assunto","","",""
"NACIONALISMO","320.158320.54 (*)","fflch","","Assunto","","",""
"NAFTA v. TRATADO NORTE-AMERICANO DE LIVRE COMÉRCIO","","fflch","","Assunto","","",""
"NAHUATL - LINGUA","497.4","","","","","",""
"Namíbia","916.881","","","Assunto","","",""
"NARCÓTICOS (Costumes)","394.1","fflch","","Assunto","","",""
"NASCENTES","551.498","fflch","","Assunto","","",""
"NATURALISMO (Filosofia)","146","fflch","","Assunto","","",""
"NAUFRÁGIOS","910.452","fflch","","Assunto","","",""
"NAZISMO","321.644320.533 (*)","fflch","","Assunto","","",""
"NEBLINA","551.575","fflch","","Assunto","","",""
"NEGÓCIOS","338.7","fflch","","Assunto","","",""
"NEGRI, Antonio (1933-)","320.5 N386","","","","","",""
"NEGRÓIDES","301.451305.8 (*)","fflch","","Assunto","","",""
"NEGROS","301.451305.8 (*)","fflch","","Assunto","","",""
"Nemésio de Emesa (a.C.390) v. NEMÉSIO, Bispo de Emesa (a.C.390)","","","","Autor","","",""
"Nemesius, Bispo de Emesa (a.C.390) v. NEMÉSIO, Bispo de Emesa (a.C.390)","","","","Autor","","",""
"NEO-REALISMO (Filosofia)","149.2","fflch","","Assunto","","",""
"NEO-REALISMO (Literatura)","","fflch","","Assunto","","",""
"NEOLIBERALISMO","320.513","fflch","","Assunto","","",""
"NEONAZISMO","320.533","fflch","","Assunto","","",""
"NEOPLATONISMO","186.4","fflch","","Assunto","","",""
"Nepal","915.496","","","Assunto","","",""
"NEUROLINGUISTICA","401.9","fflch","","Assunto","","",""
"NEUROSES","157","fflch","","Assunto","","",""
"NEVASCAS","551.555","fflch","","Assunto","","",""
"NEVE","551.5784551.57846","fflch","","Assunto","","",""
"NÉVIO, poeta latino (c270-c201 a.C.)","872.2","fflch","","Autor","","",""
"Nevis v. São Cristóvão","","","","Assunto","","",""
"NEW INTERNATIONAL COMMENTARY ON THE OLD TESTAMENT","221 N532 v.","","","Coleção","","",""
"NEW STUDIES IN PHENOMENOLOGY. NEUE STUDIEN ZUR PHANOMENOLOGIE.","142.7 N532 v.7","","","Coleção","","",""
"Nicarágua","917.285","","","Assunto","","",""
"Nicholas of Occam  (ca.1245 - ca.1320)    (ou Ockham)","189 N598","2508542","","","","",""
"Nicholau de Cusa, Cardeal (1401-1464) v. NICOLAS de Cusa (1401-1464)","","","","Autor","","",""
"Nicol, Eduardo (1907-1990)","199.72/N634","","","","","",""
"NICOLAS de Cusa, Cardeal (1401-1464)","189.9 N635","","","Autor","","",""
"NIETZSCHE, Friedrich Wilhelm, filósofo alemão (1844-1900)","193.9 N677","fflch","","Autor","","",""
"Niger","916.626","","","Assunto","","",""
"Nigéria","916.69","","","Assunto","","",""
"Nikolaus of Cusa v. NICOLAS de Cusa (1401-1464)","","","","Autor","","",""
"NIV APPLICATION COMMENTARY","220.7 N734 v.","","","Coleção","","",""
"NOBRE, ANTONIO. 1867-1900","869.169","","","","","",""
"Nome geográfico v. TOPONÍMIA","","fflch","","Assunto","","",""
"Nonnos de Panopolis (d. 04..-04..)","881","","","Autor","","",""
"Nonnus Panopolitanus (d. séc. V)","881","","","Autor","","",""
"Nono de Panópolis (d. séc. V)","881","","","Autor","","",""
"NORMAS SOCIAIS","303.37","","","Assunto","","",""
"Noruega","914.81","","","Assunto","","",""
